抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,户口所在地,毕业学校,学历,学习形式,网站认证,淘宝网认证,卖家信用等级（皇冠数*10+钻石数*1）,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/05/12,18:40:29,102385,0,0,0,0,0,因家庭原因急需短期周转资金,30000,20,3,等额本息，每月还款,10335,0.00,投标已结束,,2008/5/3,0,12,cucui,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:32,102386,0,0,0,0,0,真在创业阶段，想开一家电动车专卖店,30000,10,10,等额本息，每月还款,3139,0.00,投标已结束,,2008/5/14,0,27,lg771026,HR,11,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:34,102387,0,0,0,0,0,急需用钱，相信我会有回报的。,50000,12,8,等额本息，每月还款,6535,0.00,投标已结束,,2008/5/3,0,12,wellchan,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:41,102391,0,0,0,0,0,"风险最低的贷款人,您最好的合作伙伴",50000,6,3,等额本息，每月还款,16856,0.00,投标已结束,,2008/5/4,0,13,loan,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:43,102392,0,0,0,0,0,开发推广国内首创的产品,100000,20,12,等额本息，每月还款,9263,0.00,投标已结束,,2008/5/3,0,21,lyjinzuanfood,HR,15,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:46,102393,0,0,0,0,0,本人因开店急需一毕资金(已有前期投入）,20000,18,6,等额本息，每月还款,3511,0.25,投标已结束,,2008/5/3,1,103,ye503yp,E,43,10,0,27,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:51,102394,0,0,0,0,0,本人因开店急需一毕资金(已有前期投入）,20000,18,6,等额本息，每月还款,3511,0.00,投标已结束,,2008/5/18,0,26,ye503yp,E,43,10,0,27,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:55,102395,0,0,0,0,0,用于资金周转，宽裕时按息偿还,5000,5,12,等额本息，每月还款,428,0.00,投标已结束,,2008/5/3,0,7,sean,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:40:59,102397,0,0,0,0,0,筹集资金在学校开2元店,30000,15,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/15,0,14,huxiaolin,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:10,102403,0,0,0,0,0,遭人算计，想重整旗鼓,80000,15,18,等额本息，每月还款,4991,0.00,投标已结束,,2008/5/5,0,17,ihnyny,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:14,102405,0,0,0,0,0,本人开店``急需这15000块钱` ,15000,15,12,等额本息，每月还款,1354,0.00,投标已结束,,2008/5/4,0,18,tao6644012,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:18,102409,0,0,0,0,0,扩大经营短期借款周转,30000,10,18,等额本息，每月还款,1802,0.00,投标已结束,,2008/5/4,0,23,zhanghua,HR,16,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:21,102410,0,0,0,0,0,煤炭运销，需要更多的流动资金,100000,25,12,等额本息，每月还款,9504,0.00,投标已结束,,2008/5/6,0,24,shitou,HR,10,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:23,102411,0,0,0,0,0,应店重新装修短期小额周转,5000,20,6,等额本息，每月还款,883,0.00,投标已结束,,2008/5/10,0,11,jian888,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:35,102416,0,0,0,0,0,急需筹集项目资金高利率,100000,12,12,等额本息，每月还款,8885,0.00,投标已结束,,2008/5/20,0,9,susun,HR,13,0,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:39,102418,0,0,0,0,0,"公司急需流动资金,周转2个月,年利60%!",100000,20,2,等额本息，每月还款,51253,0.00,投标已结束,,2008/5/4,0,30,hsy5678,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:43,102420,0,0,0,0,0,5.1个人消费借款！急！急！,3000,12,6,等额本息，每月还款,518,0.00,投标已结束,,2008/5/4,0,8,youarethebest,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:51,102422,0,0,0,0,0,我有一个好项目，急需一笔启动资金,30000,7,24,等额本息，每月还款,1355,0.00,投标已结束,,2008/5/2,0,13,liji8008,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:53,102423,0,0,0,0,0,今天你借我三千．明天我借你三万！,3000,7,3,等额本息，每月还款,1012,0.00,投标已结束,,2008/5/4,0,19,gita,HR,13,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:57,102425,0,0,0,0,0,个人资金周转希望可以帮帮我,30000,12,12,等额本息，每月还款,2665,0.00,投标已结束,,2008/5/4,0,9,cuiming,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:41:59,102426,0,0,0,0,0,想创业急需资金，谢谢大家,50000,0,18,等额本息，每月还款,2778,0.00,投标已结束,,2008/5/4,0,2,fuyunyouzi,HR,10,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:05,102430,0,0,0,0,0,想创业急需资金，谢谢大家,50000,0,36,等额本息，每月还款,1389,0.00,投标已结束,,2008/5/4,0,10,fuyunyouzi,HR,10,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:07,102432,0,0,0,0,0,工程资金周转完工后结款,100000,20,12,等额本息，每月还款,9263,0.00,投标已结束,,2008/5/15,0,16,leilei100,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:15,102436,0,0,0,0,0,个人创业急需拆借20万最好,100000,15,6,等额本息，每月还款,17403,0.00,投标已结束,,2008/5/4,0,9,yuhl1964,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:17,102437,0,0,0,0,0,谁可以借给我个梯子上天去,100000,12,24,等额本息，每月还款,4707,0.00,投标已结束,,2008/5/4,0,26,ya13909114057,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:19,102438,0,0,0,0,0,急需用钱`诚心诚意到期必还,30000,13,36,等额本息，每月还款,1011,0.00,投标已结束,,2008/5/13,0,42,coke,HR,25,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:23,102440,0,0,0,0,0,"投资借款:准备自己开间冰淇淋店,向各位朋友借款",3000,10,7,等额本息，每月还款,443,0.00,投标已结束,,2008/5/2,0,29,kaylee,E,26,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:25,102441,0,0,0,0,0,"个人消费,建房．！！",100000,20,12,等额本息，每月还款,9263,0.00,投标已结束,,2008/5/11,0,9,kyun,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:28,102443,0,0,0,0,0,本人需要创业贷款5000元 年底还,5000,10,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/4,0,8,pollyger,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:30,102444,0,0,0,0,0,您的一臂之力，完成一个心愿。,20000,20,12,等额本息，每月还款,1853,0.00,投标已结束,,2008/5/24,0,23,evoger,E,27,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:33,102448,0,0,0,0,0,为实现自己的创业，想去努力奋斗去开店挣钱,30000,15,24,等额本息，每月还款,1455,0.00,投标已结束,,2008/5/4,0,7,guodan,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:37,102450,0,0,0,0,0,hgyuhcdszrtgfewdxfzds,5000,5,5,等额本息，每月还款,1013,0.00,投标已结束,,2008/5/4,0,14,448790112,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:38,102451,0,0,0,0,0,急！设备更新.高利息求助短期周转资金,30000,25,3,等额本息，每月还款,10420,3.93,投标已结束,,2008/5/11,3,357,luoweijiang,HR,25,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:40,102452,0,0,0,0,0,感觉借给俺比较安全(可提供股票质押),50000,20,8,等额本息，每月还款,6728,0.00,投标已结束,,2008/5/4,0,28,dinggong,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:44,102454,0,0,0,0,0,因学费问题面临被勒令退学,4500,15,6,等额本息，每月还款,783,0.00,投标已结束,,2008/5/4,0,9,liuzhongliang,HR,23,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:47,102456,0,0,0,0,0,急，买房首付差一部分钱！,20000,22,12,等额本息，每月还款,1872,0.25,投标已结束,,2008/5/13,1,107,iing2008,E,26,10,0,13,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:52,102458,0,0,0,0,0,自主创业  为自己的梦想奋斗 ！我会成功的,70000,10,12,等额本息，每月还款,6154,0.00,投标已结束,,2008/5/10,0,3,lan39403464,HR,8,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:42:54,102459,0,0,0,0,0,本人急需一笔钱，请相信我，到期定还！,10000,25,10,等额本息，每月还款,1118,0.00,投标已结束,,2008/5/4,0,12,banghuil1,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:01,102463,0,0,0,0,0,完成梦想--放飞梦想,5000,5,6,等额本息，每月还款,846,0.00,投标已结束,,2008/5/1,0,7,t152988212,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:13,102470,0,0,0,0,0,梦想有属于自己的事业,100000,7,12,等额本息，每月还款,8662,0.00,投标已结束,,2008/5/3,0,8,lan39403464,HR,8,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:15,102471,0,0,0,0,0,创业借款，希望各位朋友帮一下忙,80000,2,8,等额本息，每月还款,10094,0.00,投标已结束,,2008/4/30,0,10,qwerty963,E,34,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:17,102474,0,0,0,0,0,"诚信贷款:近期为买车而烦恼,希望各界人士帮助. ",10000,3,36,等额本息，每月还款,291,0.00,投标已结束,,2008/5/17,0,36,fengcheng,HR,21,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:19,102475,0,0,0,0,0,短期借款，3个月内归还,3000,8,3,等额本息，每月还款,1013,0.00,投标已结束,,2008/5/4,0,7,cecekeai,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:21,102476,0,0,0,0,0,创业贷款创业贷款创业贷款,30000,25,6,等额本息，每月还款,5371,0.00,投标已结束,,2008/5/10,0,19,cj2008,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:30,102481,0,0,0,0,0,聪明大学生的生财之道。需要你这个伯乐来赞助,5000,9,6,等额本息，每月还款,855,0.00,投标已结束,,2008/5/11,0,31,yang2799839,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:32,102482,0,0,0,0,0,急需资金周转望有闲钱的人帮忙,20000,20,3,等额本息，每月还款,6890,0.00,投标已结束,,2008/5/4,0,51,fei91539,E,31,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:34,102483,0,0,0,0,0,我是开店的.想借资金周转一下,13000,7,12,等额本息，每月还款,1125,0.00,投标已结束,,2008/5/4,0,21,qq811201496,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:37,102485,0,0,0,0,0,资金不足需周转麻烦大家,10000,7,3,等额本息，每月还款,3373,0.00,投标已结束,,2008/5/4,0,12,aczxzxc,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:41,102487,0,0,0,0,0,工程建设中。。短期资金不够。,20000,20,6,等额本息，每月还款,3530,0.00,投标已结束,,2008/5/5,0,18,xiejun918,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:47,102490,0,0,0,0,0,因公司发展需资金周转,50000,0,12,等额本息，每月还款,4167,0.00,投标已结束,,2008/5/11,0,17,alunite,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:53,102494,0,0,0,0,0,"周转困难,短期借款,高额回报,",80000,9,6,等额本息，每月还款,13686,0.00,投标已结束,,2008/5/4,0,7,yong2005,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:43:55,102495,0,0,0,0,0,"゛冇些事,不想問. ゛冇些話,不想説. ▽",25000,24,10,等额本息，每月还款,2783,0.00,投标已结束,,2008/5/14,0,20,hcy854,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:02,102499,0,0,0,0,0,想创业赚钱，不想再浪费一天时间了！,10000,25,2,等额本息，每月还款,5157,0.00,投标已结束,,2008/5/3,0,28,lan332918,D,61,30,0,2,0,1,0,1,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:04,102501,0,0,0,0,0,"诚挚借款5万,用于扩大服装店的经营.",50000,10,12,等额本息，每月还款,4396,0.00,投标已结束,,2008/5/17,0,26,aab,HR,15,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:09,102504,0,0,0,0,0,资金周转不过来，求助大家,100000,10,6,等额本息，每月还款,17156,0.00,投标已结束,,2008/5/4,0,12,linjiawei,E,32,10,0,9,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:12,102505,0,0,0,0,0,资金周转不过来，求助大家,10000,15,6,等额本息，每月还款,1740,0.00,投标已结束,,2009/2/28,0,1,linjiawei,E,32,10,0,9,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:14,102506,0,0,0,0,0,好假，发布了几次都没有一个人投标。绝望了,10000,20,6,等额本息，每月还款,1765,0.00,投标已结束,,2009/2/9,0,2,linjiawei,E,32,10,0,9,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:16,102507,0,0,0,0,0,海尔空调专卖店-需要业务周转,60000,20,6,等额本息，每月还款,10591,0.00,投标已结束,,2008/5/4,0,10,clf44255,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:18,102509,0,0,0,0,0,誠心借款按時還款，好心人幫幫忙！,10000,10,2,等额本息，每月还款,5063,0.00,投标已结束,,2008/5/4,0,27,yf_9899,E,28,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:21,102512,0,0,0,0,0,渴求创业，真诚交友。,50000,10,12,等额本息，每月还款,4396,0.00,投标已结束,,2008/5/5,0,45,wjy419,E,28,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:24,102514,0,0,0,0,0,进一批货（外贸服装） 谢谢,5000,15,5,等额本息，每月还款,1038,0.00,投标已结束,,2008/5/10,0,7,zhaojia8897,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:26,102515,0,0,0,0,0,诚心贷款(1-3万)高利!!,20000,20,2,等额本息，每月还款,10251,0.00,投标已结束,,2008/5/12,0,13,itchaobi,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:31,102518,0,0,0,0,0,借钱拿车.大家帮帮忙啊,5000,1,10,等额本息，每月还款,503,0.00,投标已结束,,2008/5/5,0,8,b050638,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:33,102519,0,0,0,0,0,急需3000元学习车本~！,3000,8,4,等额本息，每月还款,0,0.00,投标已结束,,2008/5/5,0,6,langdongj1,HR,5,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:35,102520,0,0,0,0,0,煤炭载运 一车一付款,100000,6,3,等额本息，每月还款,33667,0.00,投标已结束,,2008/5/1,0,13,x313120266,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:40,102523,0,0,0,0,0,扩大生产规模继续资金,80000,20,12,等额本息，每月还款,7411,0.00,投标已结束,,2008/5/5,0,9,ak_1314,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:47,102528,0,0,0,0,0,新开业琴行，急需周转资金,8000,8,12,等额本息，每月还款,696,0.00,投标已结束,,2008/5/6,0,34,jianggen21,E,33,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:48,102529,0,0,0,0,0,公司企业法人贷款扩展业务,100000,0,6,等额本息，每月还款,16696,0.00,投标已结束,,2008/5/5,0,12,luobiao,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:55,102531,0,0,0,0,0,我现在急需10做生意,100000,1,1,等额本息，每月还款,100083,0.00,投标已结束,,2008/5/2,0,8,w312787643,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:57,102532,0,0,0,0,0,本人在广西开一个养殖场创业用,10000,8,10,等额本息，每月还款,1037,0.00,投标已结束,,2008/5/5,0,13,senwei,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:44:59,102534,0,0,0,0,0,有借有还　再借不难　诚信,50000,15,12,等额本息，每月还款,4513,0.00,投标已结束,,2008/5/15,0,16,zhouyu,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:01,102536,0,0,0,0,0,创业贷款作为周转资金请有资金者借入,50000,10,12,等额本息，每月还款,4396,0.00,投标已结束,,2008/5/5,0,15,xqj2021,HR,15,0,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:03,102537,0,0,0,0,0,投资校内酒吧近期开办,10000,7,6,等额本息，每月还款,1701,0.00,投标已结束,,2008/5/10,0,13,tclt2008,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:05,102538,0,0,0,0,0,因创业急需要资金周转,100000,26,12,等额本息，每月还款,9553,0.00,投标已结束,,2008/5/5,0,19,zxb816181,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:07,102539,0,0,0,0,0,投资机会，你的帮助会得到丰厚的回报,80000,20,4,等额本息，每月还款,20840,0.00,投标已结束,,2008/5/5,0,27,rainwolf,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:09,102540,0,0,0,0,0,"我有急用,谢谢你在第一时间帮助我",50000,10,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/15,0,11,lingling,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:16,102542,0,0,0,0,0,公司流动资金周转借款,100000,20,24,等额本息，每月还款,5090,0.00,投标已结束,,2008/5/28,0,158,zbtx,E,29,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:21,102544,0,0,0,0,0,借钱买房！因为首付时间快到了！（急）很急 ,40000,20,9,等额本息，每月还款,4823,0.38,投标已结束,,2008/5/1,2,48,gao116518,HR,22,0,0,18,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:24,102545,0,0,0,0,0,餐饮行业餐饮行业餐饮行业,100000,5,4,等额本息，每月还款,25261,0.00,投标已结束,,2008/5/9,0,13,wangb1818,HR,9,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:30,102548,0,0,0,0,0,借您一阵东风，让我长江破浪．,50000,8,24,等额本息，每月还款,2271,0.00,投标已结束,,2008/5/5,0,12,hhjs198,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:35,102551,0,0,0,0,0,工程项目前期资金投入借款,100000,15,12,等额本息，每月还款,9026,0.00,投标已结束,,2008/5/5,0,17,minkaki,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:37,102552,0,0,0,0,0,寻求有心人帮我完成梦想,30000,15,6,等额本息，每月还款,5221,0.00,投标已结束,,2008/5/5,0,45,zm3zm,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:41,102554,0,0,0,0,0,最近没钱花咯..好心的朋友帮帮忙..信誉第一,5000,10,1,等额本息，每月还款,5042,0.00,投标已结束,,2008/5/5,0,16,shengdingbin,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:44,102556,0,0,0,0,0,给展翅高飞的雏燕一个有力的支持,10000,20,12,等额本息，每月还款,926,0.00,投标已结束,,2008/5/15,0,14,jxy678,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:48,102557,0,0,0,0,0,怎么样还款你放心你就怎么说，我来还！,20000,7,12,等额本息，每月还款,1731,0.00,投标已结束,,2008/5/3,0,13,xfzkl,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:45:50,102558,0,0,0,0,0,急需资金入货　请大家帮帮忙,50000,26,6,等额本息，每月还款,8977,0.00,投标已结束,,2008/5/8,0,15,andylee,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:03,102565,0,0,0,0,0,等着钱去进货急急急急,7000,15,6,等额本息，每月还款,1218,0.00,投标已结束,,2008/5/4,0,20,osgn,HR,19,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:05,102566,0,0,0,0,0,             急用,3000,10,6,等额本息，每月还款,515,0.00,投标已结束,,2008/5/1,0,10,huangping,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:12,102568,0,0,0,0,0,"办学借款,等侍你的帮助!",50000,8,24,等额本息，每月还款,2280,0.00,投标已结束,,2008/5/15,0,22,gzfsdnpxb,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:18,102570,0,0,0,0,0,购车跑运输，搞活地方物流，降低地方物价。,80000,26,12,等额本息，每月还款,7654,0.00,投标已结束,,2008/5/15,0,8,hanyongqing,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:22,102572,0,0,0,0,0,"做服装生意,需周转资金",20000,16,12,等额本息，每月还款,1815,0.00,投标已结束,,2008/5/12,0,10,yuy2712,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:24,102573,0,0,0,0,0,有好处有好处有好处有好处,80000,12,6,等额本息，每月还款,0,0.00,投标已结束,,2008/5/5,0,8,tangaaa,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:25,102574,0,0,0,0,0,买台电脑创业 做兼职工作  信誉绝对好,5000,20,10,等额本息，每月还款,547,0.00,投标已结束,,2008/5/4,0,37,xu_shulin,HR,24,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:28,102575,0,0,0,0,0,紧急寻找创业用周转资金,100000,15,12,等额本息，每月还款,9026,0.00,投标已结束,,2008/5/15,0,8,xuxinfang,HR,17,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:31,102577,0,0,0,0,0,不甘于平静，望创出一番事业,80000,12,36,等额本息，每月还款,2657,0.00,投标已结束,,2008/5/5,0,8,jakei2600,HR,12,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:33,102578,0,0,0,0,0,真诚的希望能得到你的帮助,100000,9,24,等额本息，每月还款,4613,0.00,投标已结束,,2008/5/1,0,7,chenjihua,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:35,102579,0,0,0,0,0,借款做个服务性经营项目——代购服务,20000,9,8,等额本息，每月还款,2585,0.00,投标已结束,,2008/5/1,0,41,u2242,HR,25,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:41,102583,0,0,0,0,0,这里也许我唯一的希望,50000,20,24,等额本息，每月还款,2545,0.00,投标已结束,,2008/5/14,0,76,lsh5202,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:45,102585,0,0,0,0,0,要在2天内借到30万做房屋首期款的一部分,100000,15,2,等额本息，每月还款,50939,0.00,投标已结束,,2008/5/1,0,15,poorshare,HR,24,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:46:56,102589,0,0,0,0,0,你是在支持另一个李嘉成,60000,10,12,等额本息，每月还款,5275,0.00,投标已结束,,2008/5/10,0,13,yztzlp,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:02,102592,0,0,0,0,0,生意缺资或合作小小毛利一起分,10000,7,12,等额本息，每月还款,866,0.00,投标已结束,,2008/5/5,0,20,chen137288,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:05,102594,0,0,0,0,0,公务员短期借周转借款,40000,8,24,等额本息，每月还款,1811,0.00,投标已结束,,2008/5/10,0,26,luoxinjie_6937,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:12,102598,0,0,0,0,0,诚心借款，急需用钱，只为报恩，尽一片孝心！,5000,8,12,等额本息，每月还款,435,0.00,投标已结束,,2008/5/12,0,53,chenying,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:14,102599,0,0,0,0,0,借款10000，创业,10000,10,6,等额本息，每月还款,1716,0.00,投标已结束,,2008/5/6,0,8,ligui,HR,13,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:15,102600,0,0,0,0,0,促进消费。经济要上去，望能有人借款？,20000,4,12,等额本息，每月还款,1703,0.00,投标已结束,,2008/5/6,0,29,dhjm12,HR,10,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:17,102601,0,0,0,0,0,短期周转借款(急需),50000,10,6,等额本息，每月还款,8578,0.00,投标已结束,,2008/5/6,0,15,750303-a,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:20,102602,0,0,0,0,0,"創業,資金不足,急需借貸",75000,10,24,等额本息，每月还款,3461,0.00,投标已结束,,2008/5/6,0,17,susan0506,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:24,102604,0,0,0,0,0,短期货物周转资金短缺,50000,25,2,等额本息，每月还款,25784,0.00,投标已结束,,2008/5/6,0,16,cehuazhe520,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
